district,lat,lon,ndvi,ndbi,ndwi,surface_temp_c,elevation_m,slope_degrees,texture_contrast,texture_homogeneity,land_type,year
Buldhana,20.959868992269605,76.28638450262592,0.678,-0.144,-0.371,37.77,480.97,6.41,0.854,0.429,agricultural,2013
Buldhana,20.938416496149735,76.04946002258829,0.532,-0.242,0.028,32.45,590.3,0.89,0.831,0.594,agricultural,2017
Buldhana,20.603694090001653,75.88088440038526,0.232,0.27,0.082,36.23,558.65,9.24,0.48,0.44,urban,2020
Buldhana,20.583418885640953,76.37754440876105,0.498,-0.141,-0.244,35.36,411.56,2.61,0.525,0.712,agricultural,2023
Buldhana,20.560302205908727,76.44404023147503,0.11,-0.48,-0.464,29.15,181.5,8.11,0.448,0.311,barren,2023
Buldhana,20.939368619920053,76.01391231703244,0.356,-0.362,-0.364,34.46,168.42,7.81,0.266,0.235,agricultural,2010
Buldhana,20.3222181882649,76.13434879298211,0.501,-0.46,-0.164,30.23,520.19,7.14,0.631,0.669,agricultural,2015
Buldhana,20.497379273287574,76.67322967741521,0.335,-0.473,-0.27,36.23,398.83,4.25,0.874,0.465,agricultural,2012
Buldhana,20.86311992955409,75.9205372154453,0.353,-0.398,-0.183,33.71,174.04,3.29,0.276,0.71,agricultural,2018
Buldhana,20.0532831890652,75.82349055952821,0.474,-0.239,-0.466,36.84,355.51,2.27,0.417,0.741,agricultural,2017
Buldhana,20.945988235960176,75.89114002794005,-0.023,-0.064,-0.342,42.62,363.54,6.05,0.225,0.367,urban,2013
Buldhana,20.768561132561405,76.28116077099563,0.663,-0.235,-0.148,29.74,436.8,8.86,0.228,0.204,agricultural,2020
Buldhana,21.010720747281262,75.85245005454115,0.501,-0.318,-0.152,31.75,141.17,7.76,0.474,0.695,agricultural,2021
Buldhana,20.750422182665634,75.8052207114602,0.617,-0.109,0.007,30.46,548.24,7.93,0.459,0.544,agricultural,2022
Buldhana,20.103443518014384,76.51788918193436,0.271,0.492,-0.269,41.3,310.65,0.28,0.867,0.285,urban,2016
Buldhana,20.56985999213284,75.83676110426089,0.314,-0.225,0.151,32.06,134.18,2.18,0.859,0.479,agricultural,2022
Buldhana,20.225915002961102,75.69310817756295,0.667,-0.293,-0.13,33.76,483.69,2.03,0.854,0.305,agricultural,2016
Buldhana,20.32059836975779,76.56293107202306,0.308,-0.328,-0.372,30.12,593.96,9.29,0.358,0.406,agricultural,2013
Buldhana,20.105536294236135,75.95444260049655,0.539,-0.266,-0.37,28.07,415.68,3.88,0.178,0.66,forest,2012
Buldhana,20.17043250445455,76.23839669835846,0.401,-0.269,-0.14,30.8,315.19,4.36,0.559,0.739,agricultural,2017
Buldhana,20.409935732440996,76.51927512581503,0.307,-0.221,-0.052,34.94,337.47,1.87,0.458,0.214,agricultural,2022
Buldhana,21.026419067096352,76.6738847622793,0.435,-0.263,-0.317,29.34,360.46,0.36,0.824,0.666,agricultural,2021
Buldhana,20.592791337970596,76.34342751692867,0.592,-0.189,-0.13,30.19,504.2,2.7,0.62,0.639,agricultural,2010
Buldhana,20.18012516209735,76.30648763580379,0.417,-0.196,0.16,32.84,160.49,6.2,0.373,0.451,agricultural,2022
Buldhana,20.56686455620185,76.05934967954273,0.215,0.36,0.196,34.76,557.07,7.33,0.666,0.61,urban,2010
Buldhana,20.272603941860364,76.56436822875155,0.277,-0.009,-0.377,32.22,469.69,8.94,0.249,0.221,urban,2023
Buldhana,20.455012142686044,76.09936921984385,0.506,-0.46,-0.483,29.55,167.75,9.0,0.479,0.437,forest,2015
Buldhana,20.817135372628364,75.83566788509656,0.637,-0.176,-0.144,29.93,358.89,8.18,0.696,0.441,forest,2015
Buldhana,20.254570134428416,76.3185359845711,-0.378,-0.252,0.656,29.15,354.72,1.38,0.398,0.563,water,2015
Buldhana,20.297188253346672,76.24857415825522,0.394,-0.461,-0.273,30.73,505.22,4.84,0.151,0.689,agricultural,2012
Buldhana,20.686554858923447,75.79717995581733,0.017,-0.111,-0.322,29.45,229.21,5.76,0.274,0.404,barren,2014
Buldhana,20.875887167826452,76.50146254506805,0.878,-0.287,-0.161,24.9,222.83,4.83,0.489,0.234,forest,2015
Buldhana,20.057970111832322,76.56075918701933,0.479,-0.365,-0.151,30.21,100.42,3.54,0.114,0.224,agricultural,2015
Buldhana,20.28537579470204,75.68329391996141,0.357,-0.398,-0.157,33.29,161.03,9.1,0.285,0.766,agricultural,2023
Buldhana,20.28261320384428,76.04228621021116,0.689,-0.307,0.115,35.34,189.51,8.45,0.141,0.505,agricultural,2015
Buldhana,20.15068404931042,75.80192687530078,0.603,-0.227,-0.192,28.46,119.96,7.02,0.859,0.708,agricultural,2014
Buldhana,20.74022717160629,76.01607887711995,0.544,-0.237,-0.068,36.85,215.5,1.72,0.831,0.633,agricultural,2022
Buldhana,20.191842543436508,76.64485834923656,0.551,-0.209,-0.08,35.36,395.03,9.82,0.494,0.207,agricultural,2012
Buldhana,20.69612112063669,76.35489779857363,0.488,-0.452,-0.391,28.29,213.17,9.87,0.363,0.35,agricultural,2011
Bhandara,20.859536517318546,79.37718755827754,0.887,-0.208,-0.423,29.88,475.12,2.59,0.309,0.776,forest,2019
Bhandara,20.99838310629396,79.15739626779178,0.444,-0.228,-0.199,31.11,233.81,1.25,0.537,0.364,agricultural,2018
Bhandara,21.62826453882179,79.4750438562231,0.712,-0.221,0.149,23.58,559.68,3.61,0.742,0.738,forest,2017
Bhandara,21.37826820314341,80.1261805989996,0.604,-0.324,-0.112,27.53,445.94,1.17,0.589,0.301,forest,2014
Bhandara,20.77065132969841,79.81160222364151,0.808,-0.222,-0.446,23.48,277.62,9.33,0.365,0.688,forest,2013
Bhandara,21.206761015817857,79.28029865544676,0.112,-0.283,0.037,35.24,338.49,8.66,0.373,0.455,barren,2020
Bhandara,21.648842115172766,79.4911269643086,-0.191,-0.37,0.428,28.61,264.8,8.56,0.428,0.448,water,2017
Bhandara,21.515673045795705,79.54624945104717,-0.047,0.426,0.142,34.94,541.04,4.95,0.135,0.529,urban,2010
Bhandara,20.773053906480275,79.69558612372113,0.12,-0.016,0.09,33.39,147.21,9.34,0.799,0.545,urban,2016
Bhandara,21.12808124011942,79.32768912576928,0.868,-0.255,-0.361,29.25,532.73,5.47,0.782,0.234,forest,2017
Bhandara,20.795240271619875,80.10132246468015,0.235,0.483,0.151,38.54,355.5,9.08,0.677,0.245,urban,2010
Bhandara,21.574850233522607,79.18886226211832,0.646,-0.425,0.015,29.04,203.28,2.51,0.82,0.208,forest,2023
Bhandara,21.47664569691297,80.0123686345076,0.338,-0.155,-0.326,30.25,522.06,5.42,0.38,0.629,agricultural,2017
Bhandara,21.228106491854074,79.34069281639049,0.548,-0.267,-0.025,22.93,405.06,0.32,0.373,0.303,forest,2012
Bhandara,21.62031120301189,79.52300129427198,0.816,-0.452,0.03,22.79,321.2,6.99,0.229,0.651,forest,2010
Bhandara,21.2571095342892,80.03933210372527,-0.2,-0.309,0.132,34.65,451.64,7.92,0.827,0.275,barren,2020
Bhandara,21.661008887066274,79.47828050869286,0.81,-0.4,0.112,24.35,305.44,1.86,0.808,0.256,forest,2015
Bhandara,20.73549526768392,79.66104117495188,0.084,-0.449,-0.158,28.4,539.2,4.46,0.694,0.737,barren,2015
Bhandara,21.222289677794382,79.15307931514705,-0.024,-0.059,-0.065,33.48,345.97,1.97,0.258,0.514,urban,2012
Bhandara,20.793661243731055,79.75869966698299,0.7,-0.232,-0.025,28.8,547.65,6.23,0.485,0.322,forest,2020
Bhandara,21.536832992034007,79.26450165987781,0.679,-0.389,-0.43,32.24,100.24,5.54,0.14,0.759,agricultural,2012
Bhandara,20.796863596754754,79.96849476177836,-0.041,0.472,0.069,44.25,267.25,1.11,0.592,0.78,urban,2022
Bhandara,20.765457464484044,80.02613780852835,-0.056,-0.454,-0.179,32.89,104.54,4.74,0.618,0.659,barren,2013
Bhandara,21.00574847175631,79.23821246365398,-0.133,-0.237,-0.113,36.8,119.32,1.92,0.198,0.397,barren,2015
Bhandara,20.824590980476703,79.55575762437269,0.506,-0.454,-0.448,28.33,564.57,3.97,0.327,0.489,agricultural,2022
Bhandara,20.914158876835742,80.0927547408963,-0.386,-0.378,0.762,25.19,336.92,6.61,0.834,0.754,water,2011
Bhandara,20.89174649454791,79.36578586415284,0.433,-0.142,-0.435,29.98,139.5,2.99,0.799,0.296,agricultural,2022
Bhandara,21.252407912972426,80.09611355296332,0.61,-0.493,-0.203,29.81,324.04,8.13,0.557,0.209,forest,2019
Bhandara,21.31562136765252,79.76853856316527,-0.168,-0.289,0.635,30.97,382.38,4.06,0.13,0.267,water,2016
Bhandara,21.4683669791774,79.27804254671005,-0.104,-0.212,-0.304,31.05,130.7,5.5,0.33,0.691,barren,2015
Bhandara,21.6516192923548,79.98756485070041,-0.404,-0.372,0.59,26.74,275.13,1.4,0.368,0.482,water,2013
Bhandara,21.18143312109284,80.04476853508193,0.817,-0.276,-0.248,28.86,273.71,5.93,0.306,0.666,forest,2018
Bhandara,21.117466273490436,80.10147311958852,-0.159,-0.434,0.796,28.02,225.35,3.29,0.197,0.244,water,2010
Bhandara,21.018877607805678,79.25490436164682,0.549,-0.139,0.058,28.45,454.98,5.92,0.197,0.545,forest,2012
Bhandara,21.0878483473802,79.85808934950414,0.222,0.228,0.021,38.23,375.86,7.12,0.298,0.708,urban,2013
Bhandara,21.434585953313267,79.60268448560353,0.63,-0.219,-0.47,29.43,493.45,6.65,0.359,0.706,forest,2014
Bhandara,20.724537472015466,79.32639613267033,0.579,-0.43,-0.158,28.27,457.23,4.94,0.264,0.344,forest,2016
Bhandara,21.65305763869017,79.76403530781826,0.305,-0.23,-0.088,37.88,481.39,2.46,0.666,0.207,agricultural,2014
Bhandara,21.58149704312983,80.09748952502424,0.548,-0.301,0.158,28.8,249.46,3.96,0.783,0.74,forest,2022
Bhandara,20.733420888033876,80.09839315158202,0.7,-0.155,-0.257,28.7,273.73,6.08,0.475,0.736,forest,2020
Bhandara,21.593340190243765,79.35829296204781,0.085,0.189,0.079,40.66,576.85,5.47,0.547,0.783,urban,2018
Bhandara,20.927532116410628,79.31590457140653,0.023,0.275,0.158,39.32,466.41,0.94,0.518,0.289,urban,2023
Bhandara,20.702960088510075,79.42418098667233,-0.134,-0.103,-0.291,33.65,110.04,8.06,0.644,0.337,barren,2019
Bhandara,21.102712881212923,79.29791667987516,0.151,-0.091,-0.447,37.32,188.0,6.32,0.24,0.796,urban,2019
Bhandara,21.058037236927333,79.79748910534366,-0.07,0.152,0.066,37.7,170.54,4.89,0.37,0.501,urban,2016
Bhandara,21.316689762549505,79.80608711992201,0.621,-0.145,0.019,31.55,324.23,6.42,0.276,0.621,agricultural,2017
Bhandara,20.902755019330748,79.92946676550126,0.433,-0.259,-0.362,29.9,484.26,3.8,0.536,0.376,agricultural,2010
Bhandara,20.86585941827066,79.60107206229166,0.818,-0.165,0.098,25.29,504.48,3.46,0.142,0.614,forest,2014
Bhandara,21.410996602644502,79.69872512278131,0.566,-0.343,0.119,26.91,174.07,7.26,0.778,0.3,forest,2015
Bhandara,20.692739398086122,80.10526871539138,0.542,-0.124,-0.474,34.39,140.75,7.9,0.817,0.252,agricultural,2018
Bhandara,21.379344185792352,79.28369800601834,0.056,-0.131,0.77,28.0,588.45,8.92,0.178,0.688,water,2022
Bhandara,21.44289364969842,79.75216239627721,0.595,-0.306,0.098,36.19,571.17,0.75,0.668,0.426,agricultural,2021
Bhandara,21.535622620850976,79.37669824190402,0.498,-0.498,-0.075,32.2,266.26,9.89,0.66,0.524,agricultural,2015
Bhandara,21.005335192061004,79.59905017946286,0.748,-0.156,-0.413,23.89,141.32,9.92,0.565,0.494,forest,2018
Bhandara,21.542558186206513,79.69172980263961,0.61,-0.133,-0.427,31.0,194.56,4.35,0.524,0.633,agricultural,2014
Bhandara,21.008104163200535,80.00396860270642,0.496,-0.27,0.122,34.49,493.69,7.19,0.839,0.69,agricultural,2017
Bhandara,20.670415145172313,79.99687791073747,-0.22,-0.161,0.753,29.48,459.44,1.41,0.359,0.535,water,2011
Bhandara,21.30295546025472,79.3098047447233,0.648,-0.211,0.039,26.38,495.11,6.82,0.388,0.69,forest,2015
Bhandara,21.248072168475804,79.61989307146632,-0.036,-0.23,0.442,30.74,287.0,5.53,0.375,0.635,water,2011
Bhandara,21.602861738616514,79.9615455117962,-0.092,0.264,-0.064,34.36,266.15,8.79,0.539,0.461,urban,2012
Bhandara,20.69362526551987,79.32746132963851,0.539,-0.156,-0.395,23.4,137.67,4.81,0.616,0.652,forest,2011
Bhandara,21.122189296008816,79.74578414757966,0.548,-0.29,-0.464,37.35,479.26,3.59,0.529,0.425,agricultural,2012
Bhandara,21.647681205471084,79.56998729292734,0.459,-0.252,-0.174,34.57,231.11,1.71,0.111,0.561,agricultural,2012
Bhandara,21.47625151124434,80.00314929888654,0.585,-0.495,-0.141,29.94,591.89,1.01,0.753,0.304,forest,2013
Bhandara,21.128701744482107,80.13969497905556,0.503,-0.405,-0.46,25.99,113.36,6.26,0.547,0.428,forest,2023
Bhandara,21.642887484542836,79.63051020637664,-0.033,0.339,-0.048,40.63,272.86,2.16,0.621,0.748,urban,2021
Bhandara,21.353387805744525,79.73834849806052,0.07,0.109,0.067,35.32,356.51,3.45,0.801,0.37,urban,2022
Bhandara,21.30566287880537,79.74313472531549,0.431,-0.398,0.063,33.11,405.73,9.62,0.418,0.689,agricultural,2019
Bhandara,20.68738510882689,79.23951244602563,-0.078,0.447,-0.34,38.15,476.01,5.22,0.103,0.769,urban,2019
Bhandara,21.479294669459044,79.48948963423064,0.59,-0.26,0.18,29.38,425.67,7.42,0.67,0.612,forest,2023
Bhandara,21.435007298381574,79.57525937052853,-0.112,-0.361,-0.466,37.67,469.75,2.13,0.305,0.796,barren,2020
Bhandara,21.590696024693447,80.0291365531805,-0.376,-0.484,0.635,30.24,153.87,0.02,0.386,0.6,water,2022
Bhandara,20.713819209076785,79.61954072003151,0.775,-0.174,-0.251,23.96,162.11,1.82,0.87,0.758,forest,2019
Bhandara,21.08601658451483,79.85590318465897,0.049,0.291,-0.27,35.65,504.59,9.47,0.262,0.341,urban,2021
Bhandara,20.754230234033685,80.04893331965927,-0.033,0.181,0.089,35.04,123.83,9.07,0.73,0.619,urban,2021
Bhandara,20.696565017047767,79.42525161609986,-0.317,-0.415,0.544,31.38,597.28,6.14,0.864,0.472,water,2012
Bhandara,21.33578050007244,80.05797334278707,0.021,0.37,-0.413,34.27,407.13,1.31,0.496,0.221,urban,2011
Bhandara,21.02675791194107,79.4662523275603,0.25,-0.056,-0.086,33.35,126.76,6.1,0.558,0.256,urban,2022
Bhandara,21.008333728088115,79.60143998240027,0.637,-0.367,0.077,24.83,265.22,0.3,0.732,0.596,forest,2013
Bhandara,21.193597781862422,79.55052477858892,0.218,0.107,-0.169,32.26,559.16,3.71,0.337,0.565,urban,2011
Bhandara,20.980284943563543,79.21026922095766,0.669,-0.355,0.199,35.89,551.66,2.83,0.156,0.452,agricultural,2020
Bhandara,21.08434907747893,79.29396788296563,0.529,-0.43,-0.236,29.48,428.89,3.98,0.74,0.541,forest,2017
Bhandara,20.746818361524728,79.67589640968555,0.871,-0.25,-0.193,25.51,482.52,1.79,0.434,0.238,forest,2021
Bhandara,21.654560219008264,80.1305927505618,-0.048,-0.212,0.191,36.59,320.95,3.78,0.568,0.255,barren,2019
Bhandara,21.534379907633966,79.31976631863905,0.869,-0.235,-0.148,27.65,257.2,8.52,0.208,0.682,forest,2017
Bhandara,20.953842563039426,79.78254356746928,0.491,-0.143,0.172,36.11,570.46,9.37,0.884,0.448,agricultural,2020
Bhandara,21.238623304423122,79.9369761002971,0.576,-0.277,-0.094,28.45,280.9,6.02,0.823,0.453,forest,2023
Bhandara,20.773271331243453,79.49257708834458,-0.0,-0.038,-0.023,36.82,290.8,9.3,0.426,0.772,urban,2012
Bhandara,21.398187876754605,79.30147554271136,0.777,-0.45,-0.229,28.81,480.88,2.82,0.385,0.503,forest,2011
Bhandara,21.330663465663662,79.68287740779822,0.511,-0.471,-0.222,29.91,254.52,3.31,0.716,0.359,agricultural,2013
Bhandara,20.779878565463694,79.74686700790836,0.622,-0.371,0.196,30.96,389.77,6.32,0.531,0.715,agricultural,2018
Bhandara,21.27231869740123,79.22740558152074,0.703,-0.333,-0.258,23.22,424.99,1.18,0.763,0.469,forest,2013
Bhandara,21.443631508423373,79.17664509608576,0.537,-0.406,0.046,25.89,255.43,8.49,0.254,0.356,forest,2021
Bhandara,20.943391118289192,79.68326215970517,0.588,-0.291,0.141,24.13,206.55,9.75,0.52,0.238,forest,2013
Bhandara,20.706414811801427,80.13181260005199,0.329,-0.223,-0.134,35.1,270.87,4.2,0.843,0.326,agricultural,2015
Bhandara,20.718241573554348,79.64684150215753,0.503,-0.145,0.078,25.9,452.67,1.05,0.711,0.67,forest,2013
Bhandara,21.47704384964205,80.01096114482701,0.279,0.471,0.189,40.54,170.56,4.13,0.682,0.37,urban,2020
Bhandara,21.627212877388626,79.42287853842582,-0.042,-0.363,0.671,24.58,267.61,7.66,0.736,0.391,water,2014
Bhandara,21.214820507271664,79.98864713258533,0.764,-0.148,-0.114,25.3,205.7,1.96,0.227,0.466,forest,2018
Bhandara,20.996618652549245,80.11479177833388,0.587,-0.198,-0.014,27.08,269.67,3.18,0.707,0.365,forest,2013
Bhandara,21.068211127148455,79.99941672369226,0.699,-0.499,-0.019,33.36,330.09,2.76,0.506,0.474,agricultural,2023
Bhandara,21.29691572882588,79.21377798105831,0.408,-0.261,0.105,37.79,401.38,5.2,0.772,0.313,agricultural,2013
Bhandara,21.340755214550413,79.44441428738058,0.764,-0.182,-0.456,28.79,161.68,1.76,0.769,0.275,forest,2020
Bhandara,21.368182725302564,79.92970814652163,-0.351,-0.24,0.353,28.6,562.26,8.51,0.781,0.382,water,2020
Bhandara,20.71549499237126,79.52339046082977,0.661,-0.394,0.033,30.32,113.9,4.82,0.713,0.329,agricultural,2022
Bhandara,21.270987477750136,79.50718758646582,-0.019,0.129,0.145,41.67,286.47,3.25,0.837,0.733,urban,2010
Bhandara,21.61370013162649,79.94543115887694,0.217,0.298,-0.105,41.6,167.23,9.3,0.878,0.413,urban,2015
Bhandara,21.010861656534754,79.4985451018074,0.065,-0.133,0.4,26.08,230.3,0.94,0.418,0.418,water,2010
Bhandara,21.173075175332222,79.90514356694052,0.525,-0.426,-0.293,29.11,563.26,2.85,0.655,0.71,forest,2023
Bhandara,20.93130134768888,79.92379337098208,0.69,-0.435,-0.451,34.4,354.24,2.97,0.833,0.707,agricultural,2020
Bhandara,20.774019627856436,79.26650067936102,0.831,-0.37,-0.431,28.8,148.39,4.79,0.255,0.756,forest,2021
Bhandara,20.842572430505054,79.97587738217054,0.781,-0.418,-0.407,23.35,397.95,2.23,0.402,0.71,forest,2021
Bhandara,20.954974165257987,79.95938423425034,0.81,-0.168,-0.257,25.78,453.5,0.37,0.631,0.272,forest,2015
Bhandara,21.58705131290619,79.32139186357504,0.754,-0.251,-0.341,27.34,165.85,9.65,0.302,0.696,forest,2015
Bhandara,21.249009300036402,79.59248007779375,0.504,-0.15,0.035,23.23,515.19,8.1,0.469,0.768,forest,2019
Bhandara,20.68943835877024,79.79126586186287,0.505,-0.119,-0.41,24.37,464.72,0.05,0.534,0.295,forest,2011
Bhandara,21.358213362909254,79.2725178625068,0.741,-0.206,-0.067,25.54,339.31,2.2,0.167,0.717,forest,2021
Bhandara,21.493849437533985,79.50358115986383,-0.341,-0.155,0.78,30.33,384.98,8.69,0.601,0.62,water,2017
Bhandara,21.561072384010703,79.65717656911701,0.614,-0.417,-0.364,36.11,381.9,4.14,0.519,0.787,agricultural,2022
Bhandara,20.838207888854267,79.95756552899907,0.719,-0.254,0.054,28.99,173.26,6.28,0.282,0.573,forest,2017
Bhandara,20.681714573341,80.07504552618518,0.564,-0.154,0.161,37.34,172.58,3.77,0.486,0.673,agricultural,2017
Bhandara,21.371699840445945,79.16029272114021,0.463,-0.248,0.186,36.83,281.09,4.85,0.716,0.646,agricultural,2021
Bhandara,20.97992422303907,79.60337171714515,0.38,-0.411,-0.325,28.96,503.3,3.41,0.72,0.759,agricultural,2019
Bhandara,20.705956227152303,79.6225543679359,-0.065,0.077,-0.118,34.34,368.5,3.13,0.892,0.425,urban,2021
Bhandara,20.812255553274948,80.148098321568,0.434,-0.352,-0.241,36.81,349.13,2.53,0.734,0.466,agricultural,2017
Bhandara,20.686365671963067,79.80548394386476,-0.484,-0.216,0.724,26.83,178.67,4.37,0.486,0.8,water,2015
Bhandara,20.7004960380676,79.9530834900661,-0.017,-0.253,0.615,31.0,382.59,8.82,0.268,0.51,water,2023
Bhandara,21.453383311442074,79.84373666351553,-0.034,-0.284,0.498,26.96,200.55,4.28,0.343,0.547,water,2016
Bhandara,21.33065983817187,79.27222183419708,0.706,-0.121,-0.362,27.12,144.02,6.73,0.68,0.67,forest,2017
Bhandara,20.820211794582946,79.47086335192095,0.518,-0.214,0.059,22.26,174.97,7.9,0.874,0.512,forest,2012
Bhandara,21.651542983679157,79.90680249773028,0.813,-0.283,-0.46,24.47,476.4,3.26,0.446,0.743,forest,2016
Bhandara,21.007801739424455,79.34626752599915,0.396,-0.403,-0.287,29.61,189.42,2.56,0.628,0.567,agricultural,2010
Bhandara,21.32155234194749,79.36094684076093,-0.126,-0.448,0.373,27.07,383.69,7.28,0.65,0.427,water,2022
Bhandara,20.67791538876438,79.80630088783036,0.497,-0.254,0.021,28.8,150.57,0.74,0.537,0.542,agricultural,2023
Bhandara,20.976220056429412,79.83388369709601,0.805,-0.453,-0.264,28.8,443.6,3.05,0.694,0.732,forest,2016
Bhandara,21.42267655543784,79.42055273610298,0.337,-0.477,-0.09,32.92,505.04,7.8,0.329,0.507,agricultural,2016
Bhandara,21.416539954655697,79.24328230798974,0.645,-0.476,-0.409,26.88,348.38,1.69,0.106,0.301,forest,2020
Bhandara,21.40468136478838,80.04467657418539,-0.259,-0.404,0.575,28.09,591.48,7.73,0.851,0.547,water,2012
Bhandara,21.321452780389837,79.30492914308094,0.516,-0.134,-0.352,27.64,486.67,1.09,0.862,0.756,forest,2012
Bhandara,21.076880162609932,79.5242277744151,0.526,-0.362,0.152,32.07,446.87,6.37,0.317,0.521,agricultural,2010
Bhandara,21.547128820950682,79.84143534799179,0.646,-0.444,-0.213,28.07,230.95,6.22,0.17,0.363,agricultural,2012
Bhandara,21.36046356898706,79.44089773769528,0.328,-0.103,0.162,29.42,560.93,5.5,0.844,0.781,agricultural,2013
Bhandara,20.676755661436353,79.21897465871199,0.27,0.244,-0.261,37.98,303.1,9.35,0.756,0.219,urban,2016
Bhandara,21.05805990084472,79.19714501970653,0.144,0.389,-0.14,38.95,220.21,4.59,0.305,0.364,urban,2023
Bhandara,21.395945864374646,79.7924654192137,0.073,-0.134,0.698,28.55,506.51,9.74,0.327,0.419,water,2018
Bhandara,20.673575219702787,79.92760878143407,0.63,-0.361,-0.283,33.85,172.93,0.4,0.295,0.295,agricultural,2013
Bhandara,21.281068467412663,79.4814828059994,0.717,-0.232,-0.386,24.05,130.06,9.97,0.182,0.254,forest,2021
Bhandara,21.324017576210593,80.13058436488835,0.855,-0.167,0.108,27.88,165.89,0.64,0.152,0.681,forest,2016
Bhandara,21.363450675960706,79.88595789387455,-0.114,-0.4,0.345,26.92,199.85,6.28,0.177,0.664,water,2012
Bhandara,20.846263540656327,79.185106991495,0.886,-0.24,0.052,22.68,571.55,2.19,0.494,0.774,forest,2020
Bhandara,20.907194419930228,79.1731067558785,0.019,-0.006,-0.032,35.62,131.42,8.93,0.14,0.363,urban,2011
Bhandara,21.029279891243167,79.46764178405718,-0.034,0.389,-0.474,32.3,417.01,0.89,0.397,0.201,urban,2015
Bhandara,20.98895942622729,79.42631797372455,0.745,-0.3,-0.025,29.49,497.59,9.34,0.143,0.794,forest,2019
Bhandara,20.90517000038048,79.99982821869551,0.461,-0.187,0.168,33.54,177.19,2.14,0.424,0.419,agricultural,2013
Bhandara,20.7577696007069,79.63480583850533,0.612,-0.263,-0.164,29.39,414.46,3.32,0.611,0.391,forest,2017
Bhandara,20.9199807304026,79.15617589561853,0.844,-0.136,-0.119,27.6,405.35,8.11,0.183,0.441,forest,2016
Bhandara,20.723137843484054,79.87689744760938,0.832,-0.446,-0.274,28.94,460.66,5.68,0.348,0.509,forest,2014
Bhandara,21.113949326928164,79.22993945528499,0.595,-0.308,-0.434,27.69,547.92,4.56,0.167,0.767,forest,2015
Bhandara,21.34387312941258,80.10606618898449,0.575,-0.452,-0.362,23.25,561.44,2.09,0.454,0.638,forest,2020
Bhandara,20.746761312549737,79.24783089516364,0.886,-0.272,0.027,25.09,314.63,1.04,0.639,0.362,forest,2019
Bhandara,20.973623071673074,80.0810870214521,0.189,0.037,0.039,43.78,270.42,7.94,0.443,0.663,urban,2012
Bhandara,21.39338041003238,79.50038902280953,0.895,-0.346,-0.361,27.48,391.8,9.91,0.749,0.701,forest,2015
Bhandara,21.06993318151781,80.1167072403968,0.874,-0.314,-0.22,23.55,251.98,0.02,0.628,0.563,forest,2022
Bhandara,21.630252958962647,79.50912508300297,0.777,-0.403,-0.235,26.13,372.68,2.76,0.3,0.38,forest,2012
Bhandara,21.50231743267743,79.88194326544527,0.45,-0.212,-0.386,34.43,433.06,0.65,0.252,0.48,agricultural,2017
Bhandara,21.03352212419784,79.64480318461983,0.249,0.411,-0.142,40.09,560.4,7.41,0.386,0.41,urban,2017
Bhandara,21.36711722321068,79.82432441141756,0.445,-0.425,-0.084,36.69,346.27,2.19,0.75,0.653,agricultural,2013
Bhandara,21.53541982813548,79.55547463625385,0.613,-0.168,0.129,34.1,296.8,0.9,0.678,0.285,agricultural,2015
Bhandara,21.253010111961412,80.01197787779807,0.85,-0.293,-0.183,24.91,130.67,0.12,0.507,0.741,forest,2023
Bhandara,21.021901989152624,79.40533429513043,0.1,-0.429,0.63,27.34,204.4,2.41,0.296,0.638,water,2020
Bhandara,21.028304149172243,79.92770059565441,0.032,-0.486,0.668,31.68,412.82,5.48,0.149,0.502,water,2017
Bhandara,20.902174104134684,79.33239613667547,0.825,-0.433,-0.134,28.88,412.26,4.81,0.818,0.78,forest,2018
Bhandara,21.146261763555433,79.18809531197589,0.646,-0.403,0.093,31.01,109.59,4.22,0.132,0.325,agricultural,2022
Bhandara,20.701041881588065,79.37143610087408,0.313,-0.438,-0.176,37.74,146.71,6.22,0.498,0.236,agricultural,2013
Bhandara,20.845817912831933,79.21581110197782,-0.089,-0.115,0.578,24.37,228.99,9.42,0.11,0.561,water,2015
Bhandara,21.467151272589568,79.65026349481724,0.602,-0.125,0.033,23.37,132.85,4.93,0.142,0.442,forest,2019
Bhandara,20.67157925564055,79.52994143685785,0.159,-0.183,-0.111,35.9,147.43,2.01,0.66,0.203,barren,2013
Bhandara,20.818212465487417,79.46270406023069,0.847,-0.108,-0.045,29.6,523.84,2.01,0.423,0.574,forest,2019
Bhandara,20.904151944223536,79.84346641103389,0.603,-0.362,0.148,32.07,209.88,2.1,0.65,0.421,agricultural,2023
Bhandara,20.683868473216872,79.81898314610132,0.469,-0.162,-0.116,37.72,287.23,2.82,0.616,0.625,agricultural,2019
Bhandara,20.75439998328826,79.53958241794784,0.572,-0.116,-0.097,23.01,126.36,8.8,0.78,0.46,forest,2010
Bhandara,21.534560097264134,79.47730182238324,0.604,-0.235,0.106,35.51,265.07,3.41,0.618,0.386,agricultural,2011
Bhandara,20.93935628648024,79.5951013597501,0.496,-0.483,-0.417,29.32,272.07,1.17,0.466,0.361,agricultural,2012
Bhandara,20.893745787808733,79.49955555271579,0.842,-0.195,0.119,29.92,105.55,6.93,0.196,0.762,forest,2011
Bhandara,20.690737121031287,79.36960681473383,0.892,-0.153,-0.467,22.37,509.42,0.7,0.781,0.755,forest,2017
